kernel,cell,method,true_ratio,varied,replicates,seed,coverage,mc_se,excludes_one_rate,undefined_or_unbounded,median_width,interval_status
snap-r6-logscale-repair,margin_runs_03,wild_log_cr3,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.91175,0.004485028915737334,0.347,0.0,0.5187677548358958,all_defined
snap-r6-logscale-repair,margin_runs_03,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.925,0.00416458281223942,0.331,0.0,0.5347372273298776,all_defined
snap-r6-logscale-repair,margin_runs_06,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.9395,0.003769607075014583,0.736,0.0,0.34045314386719516,all_defined
snap-r6-logscale-repair,margin_runs_06,wild_cr3,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.951,0.003413173010557773,0.699,0.0,0.3571210338306089,all_defined
snap-r6-logscale-repair,margin_runs_06,wild_log,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.9325,0.003966854862482367,0.77075,0.0,0.3290018576677799,all_defined
snap-r6-logscale-repair,margin_runs_06,wild_log_cr3,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.94175,0.0037032734674879203,0.74025,0.0,0.34357045268545994,all_defined
snap-r6-logscale-repair,margin_runs_06,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.93925,0.0037768848771176484,0.738,0.0,0.3378596413381253,all_defined
snap-r6-logscale-repair,margin_runs_10,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.9465,0.0035580103288214327,0.945,0.0,0.2545339924169445,all_defined
snap-r6-logscale-repair,margin_runs_10,wild_cr3,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.957,0.0032074522599720807,0.934,0.0,0.2661191669611983,all_defined
snap-r6-logscale-repair,margin_runs_10,wild_log,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.9435,0.003650607826102387,0.956,0.0,0.24982120695425147,all_defined
snap-r6-logscale-repair,margin_runs_10,wild_log_cr3,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.95275,0.0033547517605629186,0.9415,0.0,0.26058874745603133,all_defined
snap-r6-logscale-repair,margin_runs_10,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.948,0.0035105555115964213,0.94575,0.0,0.25411416589348157,all_defined
snap-r6-logscale-repair,accuracy_runs_03,wild_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.69975,0.007247412253694418,0.024,0.28375,0.8669649848547945,undefined_present
snap-r6-logscale-repair,accuracy_runs_03,wild_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.65375,0.007522648095916756,0.0165,0.33575,0.9113318313762784,undefined_present
snap-r6-logscale-repair,accuracy_runs_03,wild_log,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.7585,0.006767158746475511,0.04825,0.09025,0.6593222055672495,undefined_present
snap-r6-logscale-repair,accuracy_runs_03,wild_log_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.75875,0.0067647697207665535,0.037,0.10075,0.6838656048062066,undefined_present
snap-r6-logscale-repair,accuracy_runs_03,cluster_t_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 3, ""sizes"": 1}",4000,20260972,0.6855,0.007341487417410725,0.0245,0.299,0.8699318085353758,undefined_present
snap-r6-logscale-repair,accuracy_runs_06,wild_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.936,0.0038698837191833025,0.0555,0.01975,0.5660205218484965,undefined_present
snap-r6-logscale-repair,accuracy_runs_06,wild_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.94275,0.0036732967991982357,0.04825,0.02375,0.5959692845824556,undefined_present
snap-r6-logscale-repair,accuracy_runs_06,wild_log,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.8825,0.005091506407734357,0.07325,0.00275,0.4942609322175753,undefined_present
snap-r6-logscale-repair,accuracy_runs_06,wild_log_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.8875,0.0049960922229278365,0.062,0.003,0.511930553811732,undefined_present
snap-r6-logscale-repair,accuracy_runs_06,cluster_t_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 6, ""sizes"": 1}",4000,20260972,0.93725,0.0038344633751021787,0.05675,0.0205,0.5697274301127778,undefined_present
snap-r6-logscale-repair,accuracy_runs_10,wild_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.9415,0.003710719269899031,0.09025,0.00025,0.418173692841894,undefined_present
snap-r6-logscale-repair,accuracy_runs_10,wild_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.9515,0.0033966067626382654,0.0765,0.00075,0.43783923478824427,undefined_present
snap-r6-logscale-repair,accuracy_runs_10,wild_log,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.919,0.004313901946034471,0.10475,0.0,0.38926191226592255,all_defined
snap-r6-logscale-repair,accuracy_runs_10,wild_log_cr3,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.92725,0.004106623841429842,0.0915,0.0,0.4051975235494349,all_defined
snap-r6-logscale-repair,accuracy_runs_10,cluster_t_recipe,1.078,"{""noise_sd"": 1.45, ""rho"": 0.018009333333333346, ""runs"": 10, ""sizes"": 1}",4000,20260972,0.9435,0.003650607826102387,0.09075,0.00025,0.41974145144084607,undefined_present
snap-r6-missing-acc,complete,wild_recipe,1.0779610382569493,"{""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.949,0.003478469491026191,0.09075,0.0,0.3971080759384948,all_defined
snap-r6-missing-acc,complete,cluster_t_recipe,1.0779610382569493,"{""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.95075,0.003421419204803762,0.0925,0.0,0.39789366205085464,all_defined
snap-r6-missing-acc,complete,wild_size,1.0779610382569493,"{""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.8395,0.005803872629546586,0.06025,0.1175,0.54368725211196,undefined_present
snap-r6-missing-acc,complete,cluster_t_size,1.0779610382569493,"{""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.9385,0.003798609943123932,0.0785,0.00775,0.4989739617698047,undefined_present
snap-r6-missing-acc,drop_10pct,wild_recipe,1.0779610382569493,"{""drop_fraction"": 0.1, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.9535,0.0033293298875299213,0.08525,0.0005,0.41978035979775724,undefined_present
snap-r6-missing-acc,drop_10pct,cluster_t_recipe,1.0779610382569493,"{""drop_fraction"": 0.1, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.9535,0.0033293298875299213,0.0855,0.0005,0.41974002767038143,undefined_present
snap-r6-missing-acc,drop_10pct,wild_size,1.0779610382569493,"{""drop_fraction"": 0.1, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.818,0.00610073766031617,0.05675,0.143,0.5715365539925158,undefined_present
snap-r6-missing-acc,drop_10pct,cluster_t_size,1.0779610382569493,"{""drop_fraction"": 0.1, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.92925,0.004054147182207374,0.06825,0.02225,0.530578093730969,undefined_present
snap-r6-missing-acc,drop_25pct,wild_recipe,1.0779610382569493,"{""drop_fraction"": 0.25, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.94175,0.0037032734674879203,0.07325,0.00225,0.4608038197597416,undefined_present
snap-r6-missing-acc,drop_25pct,cluster_t_recipe,1.0779610382569493,"{""drop_fraction"": 0.25, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.943,0.003665753674212168,0.07175,0.002,0.46007550605606196,undefined_present
snap-r6-missing-acc,drop_25pct,wild_size,1.0779610382569493,"{""drop_fraction"": 0.25, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.7665,0.00668912830643874,0.05125,0.19075,0.6038170615858584,undefined_present
snap-r6-missing-acc,drop_25pct,cluster_t_size,1.0779610382569493,"{""drop_fraction"": 0.25, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.91,0.004524930938699506,0.06225,0.04225,0.5765584265466258,undefined_present
snap-r6-missing-acc,drop_33pct,wild_recipe,1.0779610382569493,"{""drop_fraction"": 0.33, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.93925,0.0037768848771176484,0.0775,0.00425,0.4858855257665238,undefined_present
snap-r6-missing-acc,drop_33pct,cluster_t_recipe,1.0779610382569493,"{""drop_fraction"": 0.33, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.9395,0.003769607075014583,0.08,0.004,0.4838697257341218,undefined_present
snap-r6-missing-acc,drop_33pct,wild_size,1.0779610382569493,"{""drop_fraction"": 0.33, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.7345,0.006982294572703159,0.049,0.224,0.6335421944598634,undefined_present
snap-r6-missing-acc,drop_33pct,cluster_t_size,1.0779610382569493,"{""drop_fraction"": 0.33, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.88425,0.005058456718703839,0.0645,0.06475,0.6140734685168506,undefined_present
snap-r6-missing-acc,drop_50pct,wild_recipe,1.0779610382569493,"{""drop_fraction"": 0.5, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.93075,0.004014176051819353,0.05525,0.022,0.5689587182878368,undefined_present
snap-r6-missing-acc,drop_50pct,cluster_t_recipe,1.0779610382569493,"{""drop_fraction"": 0.5, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.931,0.0040074617902108554,0.057,0.022,0.5661987742460073,undefined_present
snap-r6-missing-acc,drop_50pct,wild_size,1.0779610382569493,"{""drop_fraction"": 0.5, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.64125,0.007583673870559045,0.0465,0.3165,0.6803638452756975,undefined_present
snap-r6-missing-acc,drop_50pct,cluster_t_size,1.0779610382569493,"{""drop_fraction"": 0.5, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.813,0.0061650425789283895,0.05225,0.141,0.6875876546000363,undefined_present
snap-r6-missing-acc,drop_whole_recipes_25pct,wild_recipe,1.0779610382569493,"{""drop_recipes"": 6, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.94725,0.0035343824602043273,0.0735,0.0015,0.4640630143028538,undefined_present
snap-r6-missing-acc,drop_whole_recipes_25pct,cluster_t_recipe,1.0779610382569493,"{""drop_recipes"": 6, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.9495,0.003462287899640929,0.0725,0.00175,0.46529321360311915,undefined_present
snap-r6-missing-acc,drop_whole_recipes_25pct,wild_size,1.0779610382569493,"{""drop_recipes"": 6, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.764,0.006713866248295389,0.06,0.18925,0.584255849430852,undefined_present
snap-r6-missing-acc,drop_whole_recipes_25pct,cluster_t_size,1.0779610382569493,"{""drop_recipes"": 6, ""noise_sd"": 1.45, ""rho"": 0.018}",4000,20260981,0.90925,0.004541872892871397,0.07075,0.0345,0.5630581414224995,undefined_present
snap-r6-missing-configs,complete,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94525,0.0035969583504677936,0.96775,0.0,0.2417764191357602,all_defined
snap-r6-missing-configs,complete,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94675,0.0035501562465615516,0.9685,0.0,0.24166113291384617,all_defined
snap-r6-missing-configs,complete,wild_size,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.95375,0.0033208032725531938,0.61325,0.01025,0.3626044937678352,undefined_present
snap-r6-missing-configs,complete,cluster_t_size,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94925,0.003470390377896987,0.8085,0.0,0.30162184015458876,all_defined
snap-r6-missing-configs,drop_10pct,wild_recipe,1.2445882853377657,"{""drop_fraction"": 0.1, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94975,0.0034541618918342556,0.9535,0.0,0.2551156202398769,all_defined
snap-r6-missing-configs,drop_10pct,cluster_t_recipe,1.2445882853377657,"{""drop_fraction"": 0.1, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94875,0.0034865254014562986,0.95425,0.0,0.2541498660578513,all_defined
snap-r6-missing-configs,drop_10pct,wild_size,1.2445882853377657,"{""drop_fraction"": 0.1, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.9515,0.0033966067626382654,0.581,0.00875,0.3878885763801536,undefined_present
snap-r6-missing-configs,drop_10pct,cluster_t_size,1.2445882853377657,"{""drop_fraction"": 0.1, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.952,0.0033799408278844187,0.7585,0.0,0.3232420237951318,all_defined
snap-r6-missing-configs,drop_25pct,wild_recipe,1.2445882853377657,"{""drop_fraction"": 0.25, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.93975,0.0037623110417667497,0.9075,0.0,0.27803842972597836,all_defined
snap-r6-missing-configs,drop_25pct,cluster_t_recipe,1.2445882853377657,"{""drop_fraction"": 0.25, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.93875,0.003791386207576327,0.912,0.0,0.275891455316977,all_defined
snap-r6-missing-configs,drop_25pct,wild_size,1.2445882853377657,"{""drop_fraction"": 0.25, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94175,0.0037032734674879203,0.5165,0.0185,0.4141744244770091,undefined_present
snap-r6-missing-configs,drop_25pct,cluster_t_size,1.2445882853377657,"{""drop_fraction"": 0.25, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.95125,0.003404902256306338,0.68875,0.0,0.3534447008130015,all_defined
snap-r6-missing-configs,drop_33pct,wild_recipe,1.2445882853377657,"{""drop_fraction"": 0.33, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.93975,0.0037623110417667497,0.85925,0.0,0.2955976633166536,all_defined
snap-r6-missing-configs,drop_33pct,cluster_t_recipe,1.2445882853377657,"{""drop_fraction"": 0.33, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.9385,0.003798609943123932,0.867,0.0,0.2924768337518493,all_defined
snap-r6-missing-configs,drop_33pct,wild_size,1.2445882853377657,"{""drop_fraction"": 0.33, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.9345,0.003911833010239573,0.4885,0.021,0.4321809312507702,undefined_present
snap-r6-missing-configs,drop_33pct,cluster_t_size,1.2445882853377657,"{""drop_fraction"": 0.33, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94375,0.0036430048551985223,0.63975,0.0,0.367249745753319,all_defined
snap-r6-missing-configs,drop_50pct,wild_recipe,1.2445882853377657,"{""drop_fraction"": 0.5, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.945,0.003604684452209376,0.74225,0.0,0.3422171014239487,all_defined
snap-r6-missing-configs,drop_50pct,cluster_t_recipe,1.2445882853377657,"{""drop_fraction"": 0.5, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94175,0.0037032734674879203,0.7555,0.0,0.33647690087404314,all_defined
snap-r6-missing-configs,drop_50pct,wild_size,1.2445882853377657,"{""drop_fraction"": 0.5, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.91825,0.004332058907147962,0.4015,0.03725,0.49294553504504257,undefined_present
snap-r6-missing-configs,drop_50pct,cluster_t_size,1.2445882853377657,"{""drop_fraction"": 0.5, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94475,0.003612389704198594,0.50325,0.0,0.4305589225008866,all_defined
snap-r6-missing-configs,drop_whole_recipes_25pct,wild_recipe,1.2445882853377657,"{""drop_recipes"": 6, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.94475,0.003612389704198594,0.8945,0.0,0.2802754796995205,all_defined
snap-r6-missing-configs,drop_whole_recipes_25pct,cluster_t_recipe,1.2445882853377657,"{""drop_recipes"": 6, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.945,0.003604684452209376,0.8955,0.0,0.27906458480694196,all_defined
snap-r6-missing-configs,drop_whole_recipes_25pct,wild_size,1.2445882853377657,"{""drop_recipes"": 6, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.92975,0.004040882870735059,0.5465,0.022,0.3959629924635405,undefined_present
snap-r6-missing-configs,drop_whole_recipes_25pct,cluster_t_size,1.2445882853377657,"{""drop_recipes"": 6, ""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260974,0.942,0.0036958084365940843,0.70525,0.0,0.3417040340493245,all_defined
snap-r6-noise-level,noise_0.25,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.25, ""rho"": 0.061}",4000,20260976,0.94725,0.0035343824602043273,0.9975,0.0,0.20543034889028555,all_defined
snap-r6-noise-level,noise_0.25,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.25, ""rho"": 0.061}",4000,20260976,0.947,0.003542280338990692,0.9975,0.0,0.20476944907225836,all_defined
snap-r6-noise-level,noise_0.25,wild_size,1.2445882853377657,"{""noise_sd"": 0.25, ""rho"": 0.061}",4000,20260976,0.96225,0.0030135086485689713,0.73375,0.00275,0.3075472200445475,undefined_present
snap-r6-noise-level,noise_0.25,cluster_t_size,1.2445882853377657,"{""noise_sd"": 0.25, ""rho"": 0.061}",4000,20260976,0.95325,0.0033378300398612254,0.91525,0.0,0.25970349416808824,all_defined
snap-r6-noise-level,noise_0.50,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.5, ""rho"": 0.061}",4000,20260976,0.9455,0.0035892112643309253,0.99025,0.0,0.21945054602389302,all_defined
snap-r6-noise-level,noise_0.50,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.5, ""rho"": 0.061}",4000,20260976,0.94525,0.0035969583504677936,0.991,0.0,0.21883034778551702,all_defined
snap-r6-noise-level,noise_0.50,wild_size,1.2445882853377657,"{""noise_sd"": 0.5, ""rho"": 0.061}",4000,20260976,0.96,0.003098386676965935,0.69775,0.00325,0.32929145978167185,undefined_present
snap-r6-noise-level,noise_0.50,cluster_t_size,1.2445882853377657,"{""noise_sd"": 0.5, ""rho"": 0.061}",4000,20260976,0.95075,0.003421419204803762,0.88175,0.0,0.2752380909141299,all_defined
snap-r6-noise-level,noise_0.73,wild_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260976,0.944,0.0036353816856005655,0.967,0.0,0.24216504549643347,all_defined
snap-r6-noise-level,noise_0.73,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260976,0.9425,0.0036808202210920327,0.96525,0.0,0.24179748701641068,all_defined
snap-r6-noise-level,noise_0.73,wild_size,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260976,0.9485,0.0034945582696529753,0.6185,0.008,0.35929819048871603,undefined_present
snap-r6-noise-level,noise_0.73,cluster_t_size,1.2445882853377657,"{""noise_sd"": 0.73, ""rho"": 0.061}",4000,20260976,0.94225,0.003688324060464318,0.79825,0.0,0.3038291559777657,all_defined
snap-r6-noise-level,noise_1.00,wild_recipe,1.2445882853377657,"{""noise_sd"": 1.0, ""rho"": 0.061}",4000,20260976,0.95425,0.003303669834441691,0.89725,0.0,0.2815051470441169,all_defined
snap-r6-noise-level,noise_1.00,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 1.0, ""rho"": 0.061}",4000,20260976,0.9545,0.003295062594246124,0.89825,0.0,0.281027334158491,all_defined
snap-r6-noise-level,noise_1.00,wild_size,1.2445882853377657,"{""noise_sd"": 1.0, ""rho"": 0.061}",4000,20260976,0.94875,0.0034865254014562986,0.53125,0.0145,0.41093469884861816,undefined_present
snap-r6-noise-level,noise_1.00,cluster_t_size,1.2445882853377657,"{""noise_sd"": 1.0, ""rho"": 0.061}",4000,20260976,0.95325,0.0033378300398612254,0.68325,0.0,0.35084894738367983,all_defined
snap-r6-noise-level,noise_1.45,wild_recipe,1.2445882853377657,"{""noise_sd"": 1.45, ""rho"": 0.061}",4000,20260976,0.94375,0.0036430048551985223,0.6295,0.0,0.38222775712214985,all_defined
snap-r6-noise-level,noise_1.45,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 1.45, ""rho"": 0.061}",4000,20260976,0.94425,0.003627738189974573,0.62775,0.0,0.3810962620439769,all_defined
snap-r6-noise-level,noise_1.45,wild_size,1.2445882853377657,"{""noise_sd"": 1.45, ""rho"": 0.061}",4000,20260976,0.89525,0.004841937564136902,0.31575,0.06425,0.5568949528531677,undefined_present
snap-r6-noise-level,noise_1.45,cluster_t_size,1.2445882853377657,"{""noise_sd"": 1.45, ""rho"": 0.061}",4000,20260976,0.94825,0.0035025682541529424,0.43225,0.0015,0.4831647849647941,undefined_present
snap-r6-noise-level,noise_2.00,wild_recipe,1.2445882853377657,"{""noise_sd"": 2.0, ""rho"": 0.061}",4000,20260976,0.94575,0.0035814430576235614,0.32575,0.0065,0.5684065942776129,undefined_present
snap-r6-noise-level,noise_2.00,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 2.0, ""rho"": 0.061}",4000,20260976,0.94875,0.0034865254014562986,0.32175,0.0065,0.5761082640917361,undefined_present
snap-r6-noise-level,noise_2.00,wild_size,1.2445882853377657,"{""noise_sd"": 2.0, ""rho"": 0.061}",4000,20260976,0.73725,0.006959030778420226,0.16725,0.22725,0.7332339576073525,undefined_present
snap-r6-noise-level,noise_2.00,cluster_t_size,1.2445882853377657,"{""noise_sd"": 2.0, ""rho"": 0.061}",4000,20260976,0.88275,0.005086807385285981,0.2185,0.07775,0.7155374614654787,undefined_present
snap-r6-noise-level,noise_3.00,wild_recipe,1.2445882853377657,"{""noise_sd"": 3.0, ""rho"": 0.061}",4000,20260976,0.668,0.0074460727904043485,0.119,0.31175,0.9949723739635564,undefined_present
snap-r6-noise-level,noise_3.00,cluster_t_recipe,1.2445882853377657,"{""noise_sd"": 3.0, ""rho"": 0.061}",4000,20260976,0.625,0.007654655446197431,0.092,0.3615,1.0460310867039277,undefined_present
snap-r6-noise-level,noise_3.00,wild_size,1.2445882853377657,"{""noise_sd"": 3.0, ""rho"": 0.061}",4000,20260976,0.39125,0.0077164343692537165,0.0865,0.571,0.9813846033612299,undefined_present
snap-r6-noise-level,noise_3.00,cluster_t_size,1.2445882853377657,"{""noise_sd"": 3.0, ""rho"": 0.061}",4000,20260976,0.41825,0.007799309865302186,0.07325,0.55325,1.051854146483319,undefined_present
snap-r6-observed-truth,observed_margin,wild_recipe,1.243840691123743,"{""noise_sd"": 0.73, ""truth_matrix"": [[0.07308384425656028, 0.13499575227270885, -0.0753990199943615, 0.30001956408578934, 0.0015537989588657432, 0.055285360656744865, 0.0701199511160343, -0.00193758658357485, 0.12298385757080994, 0.00209848745209185], [0.13499575227270885, 0.38914296190401454, -0.25461913910228984, 0.6610517991152802, 0.0038389905793888048, 0.111069293031393, 0.13531776028374773, 0.005306594430887793, 0.2715942746585149, 0.0013369673341797525], [-0.07539901999436151, -0.2546191391022899, 6.788755898853904, -0.365447789583564, -0.011771528082820027, -0.04452967665836339, 0.08453754715484872, 0.0016708904921800328, -0.09307620284647855, -0.016040549225747353], [0.30001956408578934, 0.6610517991152801, -0.36544778958356394, 2.055124875798427, 0.009025775582466889, 0.22732305603996816, 0.3302126060377773, -0.000554331639855868, 0.7839506440308963, -0.004810043836976775], [0.0015537989588657432, 0.0038389905793888048, -0.011771528082820027, 0.009025775582466889, 0.0031898432519944777, 0.0018848577451532327, 0.0008675393383667666, 0.0003909811623656558, 0.00046440424739088205, -1.1305638580784455e-05], [0.055285360656744865, 0.11106929303139298, -0.04452967665836339, 0.22732305603996816, 0.0018848577451532325, 0.0672843845204808, 0.05029866600309893, -0.0008673497094534149, 0.08796739636505595, -0.0004199616315753127], [0.0701199511160343, 0.13531776028374773, 0.08453754715484872, 0.3302126060377773, 0.0008675393383667665, 0.05029866600309893, 0.15413718476141605, 0.0026958292855454044, 0.1497053732536606, 0.00031656512495326035], [-0.0019375865835748497, 0.005306594430887794, 0.0016708904921800328, -0.000554331639855868, 0.0003909811623656558, -0.0008673497094534148, 0.0026958292855454044, 0.0035879383337574203, 0.001191081418471591, 0.0004013410704216597], [0.12298385757080994, 0.2715942746585149, -0.09307620284647855, 0.7839506440308963, 0.00046440424739088184, 0.08796739636505595, 0.1497053732536606, 0.001191081418471591, 0.4649602114797968, -0.004294196889463128], [0.002098487452091851, 0.0013369673341797525, -0.016040549225747353, -0.004810043836976775, -1.1305638580784467e-05, -0.0004199616315753127, 0.0003165651249532603, 0.0004013410704216597, -0.004294196889463128, 0.0007328568396490924]]}",4000,20260965,0.947,0.003542280338990692,0.96675,0.0,0.24170717758087978,all_defined
